PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_38	chr1	16518661	16520038	+	304	NA	promoter-TSS (NM_001347044)	promoter-TSS (NM_001347044)	-47	NM_001111272	29819	Mm.216257	NM_025303	ENSMUSG00000025920	Stau2	-	staufen double-stranded RNA binding protein 2	protein-coding
cKO_peak_3498	chr15	51990928	51991726	+	304	NA	intron (NM_009009, intron 1 of 13)	CpG	433	NM_009009	19357	Mm.182628	NM_009009	ENSMUSG00000022314	Rad21	SCC1|mHR21|mKIAA0078	RAD21 cohesin complex component	protein-coding
cKO_peak_2442	chr12	102877594	102878395	+	304	NA	intron (NM_172806, intron 1 of 11)	CpG	412	NM_172806	238386	Mm.63456	NM_172806	ENSMUSG00000041702	Btbd7	5730507E09Rik|8030448M07|E130118E17Rik|FUP1|mKIAA1525	BTB (POZ) domain containing 7	protein-coding
cKO_peak_7455	chr4	145194440	145195034	+	304	NA	intron (NM_001276465, intron 1 of 69)	CpG	268	NM_001276465	230895	Mm.240310	NM_001033190	ENSMUSG00000020220	Vps13d	-	vacuolar protein sorting 13D	protein-coding
cKO_peak_863	chr10	62791681	62792273	+	304	NA	intron (NM_026201, intron 1 of 24)	CpG	391	NM_026201	67500	Mm.196371	NM_026201	ENSMUSG00000020074	Ccar1	2610511G16Rik|9430036H15Rik|Carp1	cell division cycle and apoptosis regulator 1	protein-coding
cKO_peak_2249	chr12	59218799	59219671	+	304	NA	exon (NM_001033156, exon 1 of 4)	exon (NM_001033156, exon 1 of 4)	248	NM_001033156	70611	Mm.311026	NM_001033156	ENSMUSG00000035329	Fbxo33	5730501N20Rik|AI642135	F-box protein 33	protein-coding
cKO_peak_1114	chr10	115250968	115251671	+	304	NA	intron (NM_025706, intron 1 of 16)	CpG	174	NM_025706	66687	Mm.22252	NM_025706	ENSMUSG00000020130	Tbc1d15	4432405K22Rik|AU022358|AU023730|AW557774|Ly6dl|Rab7-GAP	TBC1 domain family, member 15	protein-coding
cKO_peak_5518	chr2	28641146	28641960	+	304	NA	intron (NM_001289576, intron 1 of 22)	CpG	320	NM_001289575	64930	Mm.224354	NM_022887	ENSMUSG00000026812	Tsc1	-	TSC complex subunit 1	protein-coding
cKO_peak_3215	chr14	57889666	57890308	+	304	NA	intron (NM_001360097, intron 1 of 13)	CpG	349	NM_001360098	75965	Mm.29044	NM_029492	ENSMUSG00000021969	Zdhhc20	4930542A17Rik|5033406L14Rik|AI448102|B230110O18Rik|HK11	zinc finger, DHHC domain containing 20	protein-coding
cKO_peak_5862	chr2	118745686	118746634	+	304	NA	exon (NM_001301269, exon 1 of 1)	exon (NM_001301269, exon 1 of 1)	402	NM_001301269	100043272	Mm.398072	NM_001301269	ENSMUSG00000074918	Inafm2	5430417L22Rik	InaF motif containing 2	protein-coding
cKO_peak_10120	chr8	119344467	119344959	+	304	NA	intron (NM_024219, intron 1 of 3)	CpG	175	NM_024219	68196	Mm.358714	NM_024219	ENSMUSG00000031839	Hsbp1	0610007A03Rik|AA408769|Hsp25	heat shock factor binding protein 1	protein-coding
cKO_peak_4500	chr17	46383638	46384442	+	304	NA	exon (NM_207671, exon 1 of 10)	exon (NM_207671, exon 1 of 10)	274	NM_207671	57908	Mm.439916	NM_021346	ENSMUSG00000015597	Zfp318	2610034E08Rik|D530032D06Rik|TZF|Znf318	zinc finger protein 318	protein-coding
cKO_peak_7750	chr5	38561180	38562038	+	304	NA	promoter-TSS (NM_011715)	promoter-TSS (NM_011715)	90	NM_011715	22388	Mm.2654	NM_011715	ENSMUSG00000005103	Wdr1	Aip1|D5Wsu185e|rede	WD repeat domain 1	protein-coding
cKO_peak_10678	chr9	106886140	106887062	+	304	NA	exon (NM_175402, exon 1 of 1)	exon (NM_175402, exon 1 of 1)	399	NM_175402	109095	Mm.431589	NM_175402	ENSMUSG00000074102	Rbm15b	1810017N16Rik	RNA binding motif protein 15B	protein-coding
cKO_peak_7848	chr5	77265393	77266829	+	304	NA	intron (NM_011263, intron 1 of 3)	CpG	617	NM_011263	19712	Mm.28840	NM_011263	ENSMUSG00000029249	Rest	2610008J04Rik|AA407358|NRSF|REST4	RE1-silencing transcription factor	protein-coding
cKO_peak_7872	chr5	92137592	92138552	+	304	NA	promoter-TSS (NM_001359195)	promoter-TSS (NM_001359195)	134	NM_019490	56041	Mm.15868	NM_019490	ENSMUSG00000029407	Uso1	115kDa|TAP|Vdp	USO1 vesicle docking factor	protein-coding
cKO_peak_10536	chr9	71485453	71485982	+	304	NA	promoter-TSS (NM_001164793)	promoter-TSS (NM_001164793)	266	NM_178602	28015	Mm.21094	NM_178602	ENSMUSG00000032199	Polr2m	AA407243|AA408799|AI303746|AW553238|D9Wsu138e|Grinl1a|mKIAA4185	polymerase (RNA) II (DNA directed) polypeptide M	protein-coding
cKO_peak_7222	chr4	119539221	119540491	+	304	NA	intron (NM_172699, intron 1 of 12)	CpG	195	NM_001290696	230700	Mm.259227	NM_172699	ENSMUSG00000032998	Foxj3	C330039G02Rik|Fhd6	forkhead box J3	protein-coding
cKO_peak_4665	chr17	84958001	84958770	+	304	NA	promoter-TSS (NR_027929)	promoter-TSS (NR_027929)	384	NM_011151	19043	Mm.249695	NM_011151	ENSMUSG00000061130	Ppm1b	PP2CB	protein phosphatase 1B, magnesium dependent, beta isoform	protein-coding
cKO_peak_3736	chr15	93397790	93398775	+	304	NA	promoter-TSS (NM_001285864)	promoter-TSS (NM_001285864)	52	NM_026025	67197	Mm.293181	NM_026025	ENSMUSG00000022635	Zcrb1	2700088M22Rik|Madp-1	zinc finger CCHC-type and RNA binding motif 1	protein-coding
cKO_peak_3752	chr15	97705258	97705858	+	304	NA	intron (NM_028003, intron 1 of 16)	CpG	264	NM_028003	71919	Mm.12255	NM_028003	ENSMUSG00000022466	Rpap3	2310042P20Rik|D15Ertd682e	RNA polymerase II associated protein 3	protein-coding
cKO_peak_3256	chr14	65261686	65262836	+	304	NA	intron (NM_021458, intron 1 of 6)	CpG	202	NM_021458	14365	Mm.214687	NM_021458	ENSMUSG00000007989	Fzd3	AU020229|D930050A07Rik|Fz3	frizzled class receptor 3	protein-coding
cKO_peak_8871	chr7	5080159	5080675	+	304	NA	TTS (NM_001205231)	TTS (NM_001205231)	182	NM_001252454	13854	Mm.3091	NM_010147	ENSMUSG00000035203	Epn1	AA269831|Ibp1	epsin 1	protein-coding
cKO_peak_7924	chr5	105699746	105700819	+	304	NA	promoter-TSS (NM_178701)	promoter-TSS (NM_178701)	313	NM_001122768	231549	Mm.23837	NM_178701	ENSMUSG00000046079	Lrrc8d	2810473G09Rik|4930525N13Rik|A930019F03|Lrrc5	leucine rich repeat containing 8D	protein-coding
cKO_peak_6336	chr3	33799724	33800762	+	304	NA	promoter-TSS (NM_001290500)	promoter-TSS (NM_001290500)	60	NM_001290502	67120	Mm.275710	NM_025978	ENSMUSG00000027677	Ttc14	2700016E08Rik|4930434D01Rik|4931403I22Rik|4933402I15Rik|AI662468|AU014779|AW561908|cI-44|mKIAA1980	tetratricopeptide repeat domain 14	protein-coding
cKO_peak_2431	chr12	101912541	101913444	+	304	NA	non-coding (NR_152255, exon 1 of 2)	non-coding (NR_152255, exon 1 of 2)	179	NM_028446	109181	Mm.208618	NM_028446	ENSMUSG00000021188	Trip11	2610511G22Rik|3110031G15Rik|6030460N08Rik|AI450776|GMAP-210|TRIP230	thyroid hormone receptor interactor 11	protein-coding
cKO_peak_10589	chr9	86467223	86467709	+	304	NA	intron (NM_177208, intron 1 of 38)	CpG	312	NM_177208	320615	Mm.245500	NM_177208	ENSMUSG00000034973	Dop1a	B130005I07Rik|BC035275|C130028L17|D9Ertd809e|Dopey1	DOP1 leucine zipper like protein A	protein-coding
cKO_peak_1344	chr11	29692955	29693782	+	304	NA	promoter-TSS (NM_194051)	promoter-TSS (NM_194051)	-406	NM_194051	68585	Mm.192580	NM_024226	ENSMUSG00000020458	Rtn4	1110020G17Rik|AA407876|AA409940|AA960376|ASY|C130026I10Rik|NOGO|NSP-CL|NgA|Nogo-A|Nogo-B|Nogo-C|mKIAA0886|mKIAA4153	reticulon 4	protein-coding
cKO_peak_2303	chr12	75595334	75596131	+	304	NA	5' UTR (NM_012024, exon 1 of 14)	5' UTR (NM_012024, exon 1 of 14)	500	NM_012024	26932	Mm.259626	NM_012024	ENSMUSG00000021051	Ppp2r5e	4633401M22Rik|B56beta	protein phosphatase 2, regulatory subunit B', epsilon	protein-coding
cKO_peak_4649	chr17	80944435	80945272	+	304	NA	exon (NM_026516, exon 1 of 4)	exon (NM_026516, exon 1 of 4)	221	NM_026516	68027	Mm.357108	NM_026516	ENSMUSG00000024245	Tmem178	2810417M05Rik|Tmem178a	transmembrane protein 178	protein-coding
cKO_peak_4404	chr17	33358380	33358877	+	304	NA	intron (NM_207541, intron 1 of 3)	CpG	250	NM_207541	224694	Mm.170029	NM_207541	ENSMUSG00000003929	Zfp81	AA409460|AA409461|C330034P10Rik|D330034E10Rik|Hszfp36|KRAB13|Zfp78	zinc finger protein 81	protein-coding
cKO_peak_4947	chr18	70568268	70569020	+	304	NA	exon (NM_010773, exon 1 of 7)	exon (NM_010773, exon 1 of 7)	352	NM_001311071	17191	Mm.322	NM_010773	ENSMUSG00000024513	Mbd2	MBD2a	methyl-CpG binding domain protein 2	protein-coding
cKO_peak_6407	chr3	58414856	58417066	+	304	NA	exon (NM_001347233, exon 1 of 3)	exon (NM_001347233, exon 1 of 3)	1241	NM_001347233	72033	Mm.218409	NM_001081229	ENSMUSG00000027806	Tsc22d2	1810043J12Rik|5530402M19Rik	TSC22 domain family, member 2	protein-coding
cKO_peak_4210	chr17	8311023	8311532	+	304	NA	promoter-TSS (NR_073374)	promoter-TSS (NR_073374)	-159	NR_073374	75060	Mm.426530	NR_073374	ENSMUSG00000087478	4930506C21Rik	-	RIKEN cDNA 4930506C21 gene	ncRNA
cKO_peak_5872	chr2	119156473	119157347	+	304	NA	5' UTR (NM_001033136, exon 1 of 13)	5' UTR (NM_001033136, exon 1 of 13)	124	NM_001033136	67809	Mm.475909	NM_001033136	ENSMUSG00000070730	Rmdn3	1200015F23Rik|AI131757|Fam82a2|Ptpip51|RMD-3|Rmd3	regulator of microtubule dynamics 3	protein-coding
cKO_peak_6992	chr4	49631670	49632530	+	304	NA	promoter-TSS (NM_182999)	promoter-TSS (NM_182999)	40	NM_001163263	109331	Mm.24765	NM_182999	ENSMUSG00000028309	Rnf20	4833430L21Rik|AW540162|C79397|mKIAA4116	ring finger protein 20	protein-coding
cKO_peak_9926	chr8	84687287	84687925	+	304	NA	intron (NM_001364176, intron 1 of 16)	CpG	256	NM_025788	66830	Mm.289698	NM_025788	ENSMUSG00000001910	Nacc1	2010001H03Rik|4930511N13Rik|Btbd14b|Nac1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	protein-coding
cKO_peak_2222	chr12	52504059	52505207	+	304	NA	Intergenic	CpG	-11444	NM_009706	11855	Mm.35059	NM_009706	ENSMUSG00000035133	Arhgap5	p190-B|p190B	Rho GTPase activating protein 5	protein-coding
cKO_peak_5721	chr2	77280023	77280930	+	304	NA	intron (NM_175465, intron 1 of 17)	CpG	116	NM_175465	228071	Mm.27120	NM_175465	ENSMUSG00000042272	Sestd1	1500031J16Rik|A930010O20|Solo/Trio8	SEC14 and spectrin domains 1	protein-coding
cKO_peak_3975	chr16	24393212	24394148	+	304	NA	promoter-TSS (NR_037954)	promoter-TSS (NR_037954)	-25	NR_037954	68841	Mm.361995	NR_037954		Lppos	1110054M08Rik|AI481106	LIM domain containing preferred translocation partner in lipoma, opposite strand	ncRNA
cKO_peak_2757	chr13	55693101	55693724	+	304	NA	intron (NM_181278, intron 1 of 1)	CpG	288	NM_181278	78521	Mm.28449	NM_181278	ENSMUSG00000045767	B230219D22Rik	AA119856|D530037I19Rik	RIKEN cDNA B230219D22 gene	protein-coding
cKO_peak_10407	chr9	51963082	51963617	+	304	NA	exon (NM_001301728, exon 1 of 4)	exon (NM_001301728, exon 1 of 4)	253	NM_001301728	14148	Mm.1061	NM_007996	ENSMUSG00000032051	Fdx1	-	ferredoxin 1	protein-coding
cKO_peak_7522	chr4	154011707	154012327	+	304	NA	exon (NM_201226, exon 1 of 7)	exon (NM_201226, exon 1 of 7)	214	NM_201226	72946	Mm.260690	NM_201226	ENSMUSG00000029028	Lrrc47	2900010D03Rik|AA960559|mKIAA1185	leucine rich repeat containing 47	protein-coding
cKO_peak_5585	chr2	33430864	33431691	+	304	NA	promoter-TSS (NM_001276332)	promoter-TSS (NM_001276332)	47	NM_001276332	241311	Mm.296512	NM_001085507	ENSMUSG00000068966	Zbtb34	Gm349|mKIAA1993	zinc finger and BTB domain containing 34	protein-coding
cKO_peak_7711	chr5	33820750	33821614	+	304	NA	Intergenic	CpG	-21930	NM_175231	107823	Mm.19892	NM_175231	ENSMUSG00000057406	Nsd2	5830445G22Rik|9430010A17Rik|AW555663|C130020C13Rik|D030027O06Rik|D930023B08Rik|MMSET|Whsc1|Whsc1l|mKIAA1090	nuclear receptor binding SET domain protein 2	protein-coding
cKO_peak_6214	chr2	173275546	173276437	+	304	NA	intron (NM_022995, intron 1 of 3)	intron (NM_022995, intron 1 of 3)	542	NM_022995	65112	Mm.73682	NM_022995	ENSMUSG00000038400	Pmepa1	2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai	prostate transmembrane protein, androgen induced 1	protein-coding
cKO_peak_857	chr10	62449284	62450319	+	304	NA	promoter-TSS (NM_181423)	promoter-TSS (NM_181423)	-63	NM_001359806	338359	Mm.235898	NM_181423	ENSMUSG00000020079	Supv3l1	6330443E10Rik	suppressor of var1, 3-like 1 (S. cerevisiae)	protein-coding
cKO_peak_1751	chr11	86544114	86544792	+	304	NA	promoter-TSS (NM_001199045)	promoter-TSS (NM_001199045)	354	NM_028259	72508	Mm.394280	NM_028259	ENSMUSG00000020516	Rps6kb1	2610318I15Rik|AA959758|AI256796|AI314060|P70S6K1|S6K|S6K-beta-1|S6K1|p70 S6K-alpha|p70 S6KA|p70-S6K 1|p70/85s6k|p70s6k	ribosomal protein S6 kinase, polypeptide 1	protein-coding
cKO_peak_7156	chr4	109280105	109280938	+	304	NA	intron (NM_007943, intron 1 of 24)	CpG	246	NM_007943	13858	Mm.318250	NM_007943	ENSMUSG00000028552	Eps15	2410112D09Rik	epidermal growth factor receptor pathway substrate 15	protein-coding
cKO_peak_7051	chr4	76449347	76450401	+	304	NA	intron (NR_160919, intron 10 of 39)	CpG	-105631	NM_001352629	19266	Mm.184021	NM_011211	ENSMUSG00000028399	Ptprd	1110002J03Rik|3000002J10Rik|B230219D21Rik|R-PTP-delta	protein tyrosine phosphatase, receptor type, D	protein-coding
cKO_peak_8319	chr6	13607434	13608281	+	304	NA	non-coding (NR_155435, exon 1 of 4)	non-coding (NR_155435, exon 1 of 4)	241	NR_155435	101118	Mm.254845	NM_028990	ENSMUSG00000029569	Tmem168	5730526F17Rik|8430437G11Rik|AI462344|AI504145	transmembrane protein 168	protein-coding
cKO_peak_3355	chr14	115040325	115042169	+	304	NA	Intergenic	CpG	-2424	NR_029785	723905		NR_029785	ENSMUSG00000065508	Mir17	Mirn17|mir-17|mmu-mir-17	microRNA 17	ncRNA
cKO_peak_4391	chr17	32283728	32285144	+	304	NA	promoter-TSS (NM_001286630)	promoter-TSS (NM_001286630)	-303	NM_020508	57261	Mm.253518	NM_020508	ENSMUSG00000024002	Brd4	Brd5|HUNK1|MCAP|WI-11513	bromodomain containing 4	protein-coding
cKO_peak_3772	chr15	98952933	98953482	+	304	NA	intron (NM_011653, intron 1 of 3)	CpG	294	NM_011653	22142	Mm.405359	NM_011653	ENSMUSG00000072235	Tuba1a	Tuba-1|Tuba1	tubulin, alpha 1A	protein-coding
cKO_peak_17	chr1	9797751	9798771	+	304	NA	intron (NM_177547, intron 1 of 16)	CpG	131	NM_177547	170755	Mm.336410	NM_133220	ENSMUSG00000025915	Sgk3	2510015P22Rik|A330005P07Rik|Cisk|fy|fz	serum/glucocorticoid regulated kinase 3	protein-coding
cKO_peak_503	chr1	165194011	165194631	+	304	NA	non-coding (NR_151712, exon 1 of 9)	non-coding (NR_151712, exon 1 of 9)	112	NM_145512	108735	Mm.288369	NM_145512	ENSMUSG00000040848	Sft2d2	2010005O13Rik|AI506168|AW561909|cI-45	SFT2 domain containing 2	protein-coding
cKO_peak_6018	chr2	143063002	143063660	+	304	NA	intron (NM_021335, intron 1 of 6)	intron (NM_021335, intron 1 of 6)	262	NM_021335	20639	Mm.1323	NM_021335	ENSMUSG00000008333	Snrpb2	2810052G09Rik	U2 small nuclear ribonucleoprotein B	protein-coding
cKO_peak_590	chr1	180725720	180726614	+	304	NA	exon (NM_133225, exon 1 of 8)	exon (NM_133225, exon 1 of 8)	124	NM_133225	170760	Mm.272981	NM_133225	ENSMUSG00000026499	Acbd3	60kDa|8430407O11Rik|D1Ertd10e|GCP60|GOLPH1|Gocap1|Pap7	acyl-Coenzyme A binding domain containing 3	protein-coding
cKO_peak_7016	chr4	58911381	58912980	+	304	NA	promoter-TSS (NM_001355697)	promoter-TSS (NM_001355697)	-250	NM_001355697	230249	Mm.234801	NM_172381	ENSMUSG00000050812	Ecpas	AI314180|AW558785|BB181316|mKIAA0368	Ecm29 proteasome adaptor and scaffold	protein-coding
cKO_peak_10787	chr9	121719269	121719897	+	304	NA	intron (NM_010918, intron 2 of 16)	CpG-15515	402	NM_010918	18087	Mm.32842	NM_010918	ENSMUSG00000032525	Nktr	5330401F18Rik|D9Wsu172e	natural killer tumor recognition sequence	protein-coding
cKO_peak_5590	chr2	34753818	34754744	+	304	NA	non-coding (NR_151469, exon 2 of 27)	non-coding (NR_151469, exon 2 of 27)	951	NM_025709	66691	Mm.156452	NM_025709	ENSMUSG00000026867	Gapvd1	2010005B09Rik|4432404J10Rik|AW108497|Gapex-5|RAP6|RME-6|mKIAA1521	GTPase activating protein and VPS9 domains 1	protein-coding
cKO_peak_4654	chr17	83350970	83351662	+	304	NA	intron (NM_001114361, intron 1 of 23)	CpG	385	NM_001357886	78798	Mm.295565	NM_199466	ENSMUSG00000032624	Eml4	4930443C24Rik|AI644019	echinoderm microtubule associated protein like 4	protein-coding
cKO_peak_8399	chr6	38253535	38254550	+	304	NA	promoter-TSS (NM_194061)	promoter-TSS (NM_194061)	97	NM_194061	330286	Mm.277163	NM_194061	ENSMUSG00000063455	D630045J12Rik	Kiaa1549|mKIAA1549	RIKEN cDNA D630045J12 gene	protein-coding
cKO_peak_2268	chr12	69681074	69682445	+	304	NA	promoter-TSS (NM_001135559)	promoter-TSS (NM_001135559)	93	NM_001135559	20663	Mm.3770	NM_001135559	ENSMUSG00000034801	Sos2	SOS-2|mSOS-2	SOS Ras/Rho guanine nucleotide exchange factor 2	protein-coding
cKO_peak_6888	chr4	32656876	32657651	+	304	NA	exon (NM_001081392, exon 1 of 102)	exon (NM_001081392, exon 1 of 102)	144	NM_001081392	100019	Mm.24627	NM_133874	ENSMUSG00000058006	Mdn1	4833432B22Rik|A130070M06|AA958993|D4Abb1e|Gm135	midasin AAA ATPase 1	protein-coding
cKO_peak_2009	chr11	115707922	115708533	+	304	NA	intron (NM_008163, intron 1 of 5)	CpG	370	NM_008163	14784	Mm.439649	NM_008163	ENSMUSG00000059923	Grb2	AA408164|Ash	growth factor receptor bound protein 2	protein-coding
cKO_peak_8651	chr6	100670489	100671211	+	304	NA	intron (NM_181590, intron 1 of 10)	CpG	307	NM_181590	72171	Mm.256022	NM_181590	ENSMUSG00000035378	Shq1	2810403P18Rik|Grim-1	SHQ1 homolog (S. cerevisiae)	protein-coding
cKO_peak_6999	chr4	53714124	53714673	+	304	NA	5' UTR (NM_001363128, exon 1 of 11)	5' UTR (NM_001363128, exon 1 of 11)	244	NM_001363128	246179	Mm.247210	NM_139309	ENSMUSG00000028414	Fktn	D830030O17Rik|Fcmd	fukutin	protein-coding
cKO_peak_4212	chr17	8800882	8802395	+	304	NA	promoter-TSS (NM_011866)	promoter-TSS (NM_011866)	-107	NM_011866	23984	Mm.87161	NM_011866	ENSMUSG00000023868	Pde10a	-	phosphodiesterase 10A	protein-coding
cKO_peak_877	chr10	67126616	67127666	+	304	NA	promoter-TSS (NM_207221)	promoter-TSS (NM_207221)	53	NM_207221	108829	Mm.23846	NM_207221	ENSMUSG00000037876	Jmjd1c	5430433L24Rik|D630035I23Rik|Jmjdic|TRIP8	jumonji domain containing 1C	protein-coding
cKO_peak_1089	chr10	99106717	99107662	+	302	NA	promoter-TSS (NM_015737)	promoter-TSS (NM_015737)	107	NM_027740	382406	Mm.440656	NM_027740	ENSMUSG00000019952	Poc1b	4933430F16Rik|Wdr51b	POC1 centriolar protein B	protein-coding
cKO_peak_166	chr1	58393119	58393868	+	300	NA	intron (NM_025824, intron 1 of 11)	CpG	595	NM_025824	66882	Mm.21848	NM_025824	ENSMUSG00000051223	Bzw1	1200015E15Rik|mKIAA0005	basic leucine zipper and W2 domains 1	protein-coding
cKO_peak_3298	chr14	75284050	75284927	+	300	NA	TTS (NM_019775)	TTS (NM_019775)	115	NM_026083	67302	Mm.74704	NM_026083	ENSMUSG00000022000	Zc3h13	2600010B19Rik|3110050K21Rik|4930570G11Rik|C87618	zinc finger CCCH type containing 13	protein-coding
cKO_peak_3241	chr14	62759862	62761079	+	300	NA	promoter-TSS (NR_045503)	promoter-TSS (NR_045503)	-31	NR_045503	71000	Mm.399410	NR_045503	ENSMUSG00000097775	4931440J10Rik	-	RIKEN cDNA 4931440J10 gene	ncRNA
cKO_peak_1386	chr11	44518589	44519470	+	300	NA	promoter-TSS (NM_028862)	promoter-TSS (NM_028862)	73	NM_028862	74315	Mm.156771	NM_028862	ENSMUSG00000019189	Rnf145	3732413I11Rik|TMRF1	ring finger protein 145	protein-coding
cKO_peak_7815	chr5	69556670	69557590	+	300	NA	exon (NM_001310631, exon 1 of 15)	exon (NM_001310631, exon 1 of 15)	206	NM_001310631	231279	Mm.21105	NM_172711	ENSMUSG00000029208	Guf1	4631409J12|AA407526|EF-4	GUF1 homolog, GTPase	protein-coding
cKO_peak_5	chr1	4857491	4858557	+	300	NA	promoter-TSS (NM_001159751)	promoter-TSS (NM_001159751)	-304	NM_001159751	21399	Mm.207263	NM_011541	ENSMUSG00000033813	Tcea1	S-II	transcription elongation factor A (SII) 1	protein-coding
cKO_peak_4219	chr17	12769070	12769911	+	300	NA	exon (NM_010515, exon 1 of 48)	exon (NM_010515, exon 1 of 48)	216	NM_010515	16004	Mm.26553	NM_010515	ENSMUSG00000023830	Igf2r	AI661837|CD222|CI-MPR|M6P/IGF2R|Mpr300	insulin-like growth factor 2 receptor	protein-coding
cKO_peak_7579	chr5	5693636	5694493	+	300	NA	promoter-TSS (NM_001285471)	promoter-TSS (NM_001285471)	25	NM_001103157	74051	Mm.274956	NM_028734	ENSMUSG00000015653	Steap2	4921538B17Rik|AI930049|AW045895|IPCA-1|IPCA1|PCANAP1|STAMP1|STMP	six transmembrane epithelial antigen of prostate 2	protein-coding
cKO_peak_1414	chr11	50291524	50292274	+	300	NA	exon (NM_175334, exon 1 of 5)	exon (NM_175334, exon 1 of 5)	437	NM_175334	103806	Mm.51116	NM_175334	ENSMUSG00000050567	Maml1	AI644666|AW743257|D930008C07Rik|Mam-1|Mam1|mKIAA0200	mastermind like transcriptional coactivator 1	protein-coding
cKO_peak_5470	chr2	25254996	25255956	+	300	NA	promoter-TSS (NM_001252541)	promoter-TSS (NM_001252541)	37	NM_177344	227615	Mm.213925	NM_177344	ENSMUSG00000078201	Tmem203	C730025P13Rik|Hbebp1	transmembrane protein 203	protein-coding
cKO_peak_4886	chr18	56707213	56709058	+	300	NA	exon (NM_010721, exon 1 of 11)	exon (NM_010721, exon 1 of 11)	322	NM_010721	16906	Mm.4105	NM_010721	ENSMUSG00000024590	Lmnb1	-	lamin B1	protein-coding
cKO_peak_7478	chr4	149099359	149099853	+	300	NA	intron (NM_019781, intron 1 of 8)	CpG	237	NM_019781	56273	Mm.184172	NM_019781	ENSMUSG00000028975	Pex14	Pex14p|R75137	peroxisomal biogenesis factor 14	protein-coding
cKO_peak_9745	chr8	46471081	46471869	+	300	NA	intron (NM_007981, intron 1 of 20)	CpG	438	NM_007981	14081	Mm.210323	NM_007981	ENSMUSG00000018796	Acsl1	Acas|Acas1|Acs|FACS|Facl2|LACS 1|LACS1	acyl-CoA synthetase long-chain family member 1	protein-coding
cKO_peak_6483	chr3	86223815	86225150	+	300	NA	promoter-TSS (NM_001077687)	promoter-TSS (NM_001077687)	-208	NM_030695	80877	Mm.439825	NM_030695	ENSMUSG00000028080	Lrba	C80285|D3Ertd775e|Lab300|Lba	LPS-responsive beige-like anchor	protein-coding
cKO_peak_1694	chr11	79145838	79146542	+	300	NA	exon (NM_013571, exon 1 of 18)	exon (NM_013571, exon 1 of 18)	283	NM_013571	16706	Mm.4745	NM_013571	ENSMUSG00000018334	Ksr1	AW492498|B-KSR1|D11Bhm183e|D11Bhm184e|Ksr|RSU2|hb|mKSR1	kinase suppressor of ras 1	protein-coding
cKO_peak_10728	chr9	110532051	110533416	+	300	NA	exon (NM_001081340, exon 1 of 21)	exon (NM_001081340, exon 1 of 21)	136	NM_001081340	235626	Mm.288949	NM_001081340	ENSMUSG00000044791	Setd2	4921524K10Rik|BC031601|KMT3A	SET domain containing 2	protein-coding
cKO_peak_10688	chr9	107770342	107770991	+	299	NA	non-coding (NR_153190, exon 1 of 24)	non-coding (NR_153190, exon 1 of 24)	336	NM_001359525	83486	Mm.259197	NM_148930	ENSMUSG00000032580	Rbm5	D030069N10Rik	RNA binding motif protein 5	protein-coding
cKO_peak_6583	chr3	96499688	96500943	+	298	NA	Intergenic	Intergenic	-24870	NM_027126	69585	Mm.171314	NM_027126	ENSMUSG00000038403	Hjv	2310035L15Rik|5230400G09Rik|AI414844|AI789733|DL-M|Hfe2|Rgmc|hemojuvelin	hemojuvelin BMP co-receptor	protein-coding
cKO_peak_6575	chr3	95929355	95930250	+	298	NA	intron (NM_001253758, intron 1 of 4)	CpG	545	NM_023210	66471	Mm.218657	NM_023210	ENSMUSG00000015749	Anp32e	2810018A15Rik|AI047746|AI326868|CPD1|LANP-L|LANPL|mLANP-L	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	protein-coding
cKO_peak_9727	chr8	40307577	40308585	+	298	NA	promoter-TSS (NR_106126)	promoter-TSS (NR_106126)	58	NM_030110	78506	Mm.169893	NM_030110	ENSMUSG00000039478	Micu3	2900075B16Rik|Efha2	mitochondrial calcium uptake family, member 3	protein-coding
